organization_84,Southern Poverty Law Center,Shrinkify.com,Mo_ta_thuc_the_organization,2017-10-11,72 Lake View Ave ,(608) 562-7026
organization_85,NPR,href.in,Mo_ta_thuc_the_organization,2015-08-14,9883 Mill Pond St ,(374) 701-3386
organization_86,United Nations Foundation,https://enterprise.github.com/contact,Mo_ta_thuc_the_organization,2017-02-26,Tonawanda NY 14150,(498) 924-9956
organization_87,Smithsonian Institution,abbrr.com,Mo_ta_thuc_the_organization,2015-11-19,Covington GA 30014,(621) 307-6626
organization_88,United Nations Economic and Social Commission for Western Asia (UNESCWA),cort.as,Mo_ta_thuc_the_organization,2012-03-08,Montclair NJ 07042,(477) 285-4508
organization_89,Houston Zoo,http://www.w3.org/Consortium/activities,Mo_ta_thuc_the_organization,2011-01-21,819 Devonshire Drive ,(617) 658-2088
organization_90,Sundance Institute,shrten.com,Mo_ta_thuc_the_organization,2017-02-02,4 East Bayberry Road ,(405) 439-6374
organization_91,International Telecommunication Union (ITU),tinyurl.com,Mo_ta_thuc_the_organization,2015-02-17,Severn MD 21144,(770) 975-5169
organization_92,United Nations Human Settlements Programme (UN-Habitat),http://web-platform-tests.org/,Mo_ta_thuc_the_organization,2017-04-05,Cleveland TN 37312,(271) 810-4573
organization_93,CARE,http://www.w3.org/1999/xhtml,Mo_ta_thuc_the_organization,2012-04-17,Vista CA 92083,(531) 887-8178
organization_94,World Trade Organization (WTO),inreply.to,Mo_ta_thuc_the_organization,2012-06-03,Culpeper VA 22701,(615) 849-8986
organization_95,charity: water,krunchd.com,Mo_ta_thuc_the_organization,2017-09-18,552 East Heather Rd ,(498) 924-9956
organization_96,Acton Institute for the Study of Religion and Liberty,Just.as,Mo_ta_thuc_the_organization,2012-03-01,Cape Coral FL 33904,(315) 512-8665
organization_97,United Nations Office on Drugs and Crime (UNODC) ,https://desktop.github.com/,Mo_ta_thuc_the_organization,2016-12-16,7613 S Pawnee St ,(621) 307-6626
organization_98,Oceana,xaddr.com,Mo_ta_thuc_the_organization,2014-04-02,Williamsport PA 17701,(611) 257-0801
organization_99,American Enterprise Institute for Public Policy Research,njx.me,Mo_ta_thuc_the_organization,2014-05-20,Statesville NC 28625,(250) 924-3945
organization_100,World Bank (WB),https://shop.github.com,Mo_ta_thuc_the_organization,2011-10-15,4 Arnold Street ,(890) 535-2589
organization_101,United Nations Educational Scientific and Cultural Organization (UNESCO),GoWat.ch,Mo_ta_thuc_the_organization,2018-01-11,106 Selby Ave ,(990) 451-6468
organization_102,Partners In Health,PiURL.com,Mo_ta_thuc_the_organization,2018-11-18,8515 Front St ,(334) 509-7121
organization_103,Food and Agriculture Organization of the United Nations (FAO),dfl8.me,Mo_ta_thuc_the_organization,2018-04-29,Zionsville IN 46077,(962) 320-3759
organization_104,United Nations Industrial Development Organization (UNIDO),sn.im,Mo_ta_thuc_the_organization,2017-02-26,871 Illinois St ,(865) 278-0977
organization_105,United Nations Economic Commission for Latin America and the Caribbean (UNECLAC),to.ly,Mo_ta_thuc_the_organization,2017-04-15,23 Golf Street ,(473) 502-6754
organization_106,United Nations Human Settlements Programme (UN-Habitat),https://www.facebook.com/help/568137493302217,Mo_ta_thuc_the_organization,2015-02-23,Cranston RI 02920,(911) 436-4260
organization_107,The Atlantic Council of the United States,6url.com,Mo_ta_thuc_the_organization,2014-10-12,9091 North Oak Valley Street ,(488) 641-3075
organization_108,American Foundation for Suicide Prevention,shorturl.com,Mo_ta_thuc_the_organization,2011-03-22,7799 W Mechanic Dr ,(976) 568-8261
organization_109,Partners In Health,tiny.cc,Mo_ta_thuc_the_organization,2011-05-28,Millington TN 38053,(480) 358-2463
organization_110,Council on Foreign Relations,DigBig.com,Mo_ta_thuc_the_organization,2013-07-10,144 W Brickell Ave ,(709) 832-6892
organization_111,Southern Poverty Law Center,su.pr,Mo_ta_thuc_the_organization,2012-10-08,Glen Ellyn IL 60137,(359) 321-5236
organization_112,Kiva,abbrr.com,Mo_ta_thuc_the_organization,2018-11-18,8005 Cambridge Ave ,(519) 221-1993
organization_113,Boys & Girls Clubs of America,twurl.nl,Mo_ta_thuc_the_organization,2011-10-05,Utica NY 13501,(250) 924-3945
organization_114,Human Rights Watch,URL.ie,Mo_ta_thuc_the_organization,2016-07-31,Pearl MS 39208,(671) 556-9688
organization_115,Museum of Fine Arts Boston,RedirX.com,Mo_ta_thuc_the_organization,2016-05-16,Camden NJ 08105,(531) 887-8178
organization_116,American Society for the Prevention of Cruelty to Animals,TraceURL.com,Mo_ta_thuc_the_organization,2018-03-03,Downers Grove IL 60515,(895) 454-3909
organization_117,Academy of American Poets,is.gd,Mo_ta_thuc_the_organization,2016-02-19,79 Indian Spring Street ,(276) 711-7400
organization_118,Statue of Liberty-Ellis Island Foundation,tr.im,Mo_ta_thuc_the_organization,2015-05-03,9094 St Margarets Street ,(473) 502-6754
organization_119,charity: water,turo.us,Mo_ta_thuc_the_organization,2014-10-12,Barberton OH 44203,(770) 975-5169
organization_120,The Center for Strategic and International Studies,ne1.net,Mo_ta_thuc_the_organization,2016-05-16,94 Longfellow Street ,(853) 272-6757
organization_121,San Diego Zoo Global,shw.me,Mo_ta_thuc_the_organization,2015-10-25,72 Lake View Ave ,(774) 639-1212
organization_122,CARE,a2a.me,Mo_ta_thuc_the_organization,2018-05-04,Winchester VA 22601,(774) 639-1212
organization_123,Academy of American Poets,Shrinkify.com,Mo_ta_thuc_the_organization,2012-11-12,Shakopee MN 55379,(366) 235-3681
organization_124,Human Rights Watch,urlzen.com,Mo_ta_thuc_the_organization,2011-11-14,32 Bay Court ,(381) 848-1360
organization_125,DonorsChooseorg,4url.cc,Mo_ta_thuc_the_organization,2015-12-21,Oceanside NY 11572,(215) 556-1008
organization_126,The ALS Association National Office,https://help.github.com,Mo_ta_thuc_the_organization,2016-03-14,7522 Overlook St ,(973) 618-0776
organization_127,Acton Institute for the Study of Religion and Liberty,zi.pe,Mo_ta_thuc_the_organization,2018-05-04,632 Court Circle ,(777) 293-0559
organization_128,The Climate Reality Project,https://twitter.com/github,Mo_ta_thuc_the_organization,2018-05-15,139 Smith Store Street ,(255) 863-2947
organization_129,Andrew Wommack Ministries,doiop.com,Mo_ta_thuc_the_organization,2013-08-15,Soddy Daisy TN 37379,(683) 628-6401
organization_130,NPR,s7y.us    shrinkify,Mo_ta_thuc_the_organization,2015-02-14,Blacksburg VA 24060,(324) 667-2867
organization_131,Paris 21 (P21),https://www.youtube.com/github,Mo_ta_thuc_the_organization,2012-12-12,633 Mulberry Drive ,(973) 618-0776
organization_132,National Council of YMCAs of the USA,shrinkster.com,Mo_ta_thuc_the_organization,2013-02-22,31 Hamilton Rd ,(709) 232-1815
organization_133,Safe Kids Worldwide,tcrn.ch,Mo_ta_thuc_the_organization,2018-02-21,74 3rd Street ,(441) 786-1376
organization_134,American Foundation for Suicide Prevention,BudURL.com,Mo_ta_thuc_the_organization,2012-03-08,Delaware OH 43015,(306) 561-3823
organization_135,The Rotary Foundation of Rotary International,urlbrief.com,Mo_ta_thuc_the_organization,2016-11-19,Goodlettsville TN 37072,(767) 912-2201
organization_136,Rainforest Action Network,s7y.us    shrinkify,Mo_ta_thuc_the_organization,2016-12-28,Pelham AL 35124,(902) 796-5272
organization_137,Equal Justice Initiative,ur1.ca,Mo_ta_thuc_the_organization,2015-09-03,6 Silver Spear Street ,(490) 853-0884
organization_138,International Monetary Fund (IMF),sn.im,Mo_ta_thuc_the_organization,2018-11-27,58 Wellington St ,(768) 735-5286
organization_139,United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),1link.in,Mo_ta_thuc_the_organization,2018-12-23,94 Longfellow Street ,(229) 712-1103
organization_140,Bank for International Settlements (BIS),klck.me,Mo_ta_thuc_the_organization,2012-04-09,New Milford CT 06776,(237) 338-6562
organization_141,Committee to Protect Journalists,xrl.us,Mo_ta_thuc_the_organization,2018-05-04,Catonsville MD 21228,(925) 980-3793
organization_142,Doctors Without Borders USA,x.se,Mo_ta_thuc_the_organization,2017-10-20,574 North Sleepy Hollow St ,(329) 541-6442
organization_143,Young Life,dfl8.me,Mo_ta_thuc_the_organization,2014-10-03,74 3rd Street ,(570) 599-5792
organization_144,Partners In Health,riz.gd,Mo_ta_thuc_the_organization,2014-11-14,9240 East Franklin Street ,(973) 582-9310
organization_145,Organization for Economic Cooperation and Development (OECD),kl.am,Mo_ta_thuc_the_organization,2011-07-13,2 Squaw Creek St ,(617) 364-6813
organization_146,The John F Kennedy Center for the Performing Arts,fire.to,Mo_ta_thuc_the_organization,2011-01-26,48 Fulton Road ,(315) 512-8665
organization_147,The Trevor Project,Hurl.it,Mo_ta_thuc_the_organization,2018-10-12,Clover SC 29710,(550) 739-5200
organization_148,United Nations Industrial Development Organization (UNIDO),Fhurl.com,Mo_ta_thuc_the_organization,2012-07-14,9883 Mill Pond St ,(284) 861-2790
organization_149,The Center for Strategic and International Studies,gri.ms,Mo_ta_thuc_the_organization,2012-05-24,223 Jefferson Street ,(957) 590-4793
organization_150,International Monetary Fund (IMF),x.se,Mo_ta_thuc_the_organization,2017-02-16,Elmhurst NY 11373,(847) 636-5090
organization_151,NARAL Pro-Choice America Foundation,1link.in,Mo_ta_thuc_the_organization,2015-12-10,9094 St Margarets Street ,(774) 639-1212
organization_152,KQED,urlot.com,Mo_ta_thuc_the_organization,2017-10-03,Port Saint Lucie FL 34952,(255) 863-2947
organization_153,Bank for International Settlements (BIS),DigBig.com,Mo_ta_thuc_the_organization,2016-02-19,Clover SC 29710,(764) 938-7234
organization_154,Center for Biological Diversity,korta.nu,Mo_ta_thuc_the_organization,2016-03-26,574 North Sleepy Hollow St ,(812) 273-0433
organization_155,American Society for the Prevention of Cruelty to Animals,su.pr,Mo_ta_thuc_the_organization,2017-04-01,Morganton NC 28655,(621) 307-6626
organization_156,DonorsChooseorg,shw.me,Mo_ta_thuc_the_organization,2012-06-20,9311 Smith Store St ,(240) 579-3923
organization_157,Smithsonian Institution,x.se,Mo_ta_thuc_the_organization,2015-02-23,82 Redwood St ,(407) 906-9538
organization_158,National Council of YMCAs of the USA,shrten.com,Mo_ta_thuc_the_organization,2017-10-21,Stoughton MA 02072,(361) 825-9033
organization_159,GlobalGiving,korta.nu,Mo_ta_thuc_the_organization,2012-10-22,Vista CA 92083,(393) 742-6494
organization_160,Houston Zoo,https://education.github.com/discount_requests/new,Mo_ta_thuc_the_organization,2012-12-19,9252 Locust Dr ,(780) 209-9286
organization_161,Compassion International,URL.ie,Mo_ta_thuc_the_organization,2012-10-22,4 Arnold Street ,(735) 487-3139
organization_162,Museum of Fine Arts Boston,xrl.us,Mo_ta_thuc_the_organization,2012-10-08,Fort Mill SC 29708,(983) 495-2880
organization_163,DAV (Disabled American Veterans) Charitable Service Trust,vl.am,Mo_ta_thuc_the_organization,2014-05-25,918 Plymouth Road ,(237) 818-5467
organization_164,Statistical Office of the European Union (EUROSTAT) ,https://developer.github.com,Mo_ta_thuc_the_organization,2017-05-29,63 Blue Spring St ,(310) 296-9765
organization_165,NARAL Pro-Choice America Foundation,Sharein.com,Mo_ta_thuc_the_organization,2015-12-27,562 Airport Circle ,(608) 562-7026
organization_166,National Immigration Law Center,su.pr,Mo_ta_thuc_the_organization,2012-12-19,Springfield Gardens NY 11413,(764) 938-7234
organization_167,The Center for Strategic and International Studies,doiop.com,Mo_ta_thuc_the_organization,2017-10-11,688 Court Drive ,(229) 712-1103
organization_168,Veterans of Foreign Wars Foundation,http://www.keio.ac.jp/,Mo_ta_thuc_the_organization,2018-05-04,31 Hamilton Rd ,(615) 849-8986
organization_169,The John F Kennedy Center for the Performing Arts,https://user-images.githubusercontent.com/,Mo_ta_thuc_the_organization,2012-04-23,Bridgewater NJ 08807,(457) 567-9208
organization_170,American Enterprise Institute for Public Policy Research,ewerl.com,Mo_ta_thuc_the_organization,2014-02-11,Pelham AL 35124,(925) 980-3793
organization_171,Brennan Center for Justice at NYU School of Law,bkite.com,Mo_ta_thuc_the_organization,2012-02-19,4 Studebaker Court ,(656) 366-5671
organization_172,Paris 21 (P21),tinyuri.ca,Mo_ta_thuc_the_organization,2011-12-13,Bergenfield NJ 07621,(962) 320-3759
organization_173,NPR,https://www.facebook.com/images/fb_icon_325x325.png,Mo_ta_thuc_the_organization,2017-04-01,Utica NY 13501,(336) 686-2537
organization_174,charity: water,https://zh-cn.facebook.com/,Mo_ta_thuc_the_organization,2017-09-01,5 Fawn Court ,(687) 742-0552
organization_175,Natural Resources Defense Council,pic.gd    tweetphoto,Mo_ta_thuc_the_organization,2017-10-20,157 San Juan Lane ,(617) 364-6813
organization_176,Appalachian Trail Conservancy,a2a.me,Mo_ta_thuc_the_organization,2012-12-02,9436 Honey Creek St ,(768) 735-5286
organization_177,CARE,https://github.com,Mo_ta_thuc_the_organization,2013-02-20,Bear DE 19701,(846) 455-6597
organization_178,Khan Academy,ub0.cc,Mo_ta_thuc_the_organization,2015-11-19,Providence RI 02904,(973) 582-9310
organization_179,Statue of Liberty-Ellis Island Foundation,1link.in,Mo_ta_thuc_the_organization,2013-10-26,Delaware OH 43015,(469) 338-2305
organization_180,Appalachian Mountain Club,http://www.w3.org/2000/svg,Mo_ta_thuc_the_organization,2014-03-15,7522 Overlook St ,(276) 711-7400
organization_181,Teach For America,yfrog.com,Mo_ta_thuc_the_organization,2018-04-08,77 East Race Ave ,(505) 687-2998
organization_182,United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),shrten.com,Mo_ta_thuc_the_organization,2017-01-05,Easton PA 18042,(500) 271-6087
organization_183,Wildlife Conservation Society,short.ie,Mo_ta_thuc_the_organization,2011-10-23,9252 Locust Dr ,(284) 861-2790
organization_184,Best Friends Animal Society,kl.am,Mo_ta_thuc_the_organization,2011-03-06,Cary NC 27511,(990) 451-6468
organization_185,Carnegie Endowment for International Peace,Profile.to,Mo_ta_thuc_the_organization,2018-10-06,9311 Smith Store St ,(865) 278-0977
organization_186,United Nations Industrial Development Organization (UNIDO),https://www.facebook.com/help/www/1573156092981768/,Mo_ta_thuc_the_organization,2017-05-13,Pikesville MD 21208,(895) 454-3909
organization_187,Guttmacher Institute,zipmyurl.com,Mo_ta_thuc_the_organization,2015-06-06,139 Smith Store Street ,(512) 383-6019
organization_188,Committee to Protect Journalists,twiturl.de,Mo_ta_thuc_the_organization,2012-10-24,57 Lexington Court ,(208) 331-9447
organization_189,United Nations Human Settlements Programme (UN-Habitat),http://web-platform-tests.org/,Mo_ta_thuc_the_organization,2015-05-03,7799 W Mechanic Dr ,(764) 938-7234
organization_190,American Enterprise Institute for Public Policy Research,goshrink.com,Mo_ta_thuc_the_organization,2016-04-19,Millington TN 38053,(990) 451-6468
organization_191,GlobalGiving,Tnij.org,Mo_ta_thuc_the_organization,2012-11-12,Pittsford NY 14534,(611) 257-0801
organization_192,National Council of YMCAs of the USA,https://www.linkedin.com/company/github,Mo_ta_thuc_the_organization,2012-12-23,7799 W Mechanic Dr ,(764) 938-7234
organization_193,United Nations Foundation,minilien.com,Mo_ta_thuc_the_organization,2016-06-14,7402 East Fairground Street ,(329) 541-6442
organization_194,Alley Cat Allies,miniurl.com,Mo_ta_thuc_the_organization,2012-06-17,Stoughton MA 02072,(492) 587-8622
organization_195,FAIR Federation for American Immigration Reform,url4.eu,Mo_ta_thuc_the_organization,2017-10-11,871 Illinois St ,(492) 587-8622
organization_196,International Monetary Fund (IMF),pd.am,Mo_ta_thuc_the_organization,2012-12-13,562 Airport Circle ,(911) 436-4260
organization_197,The John F Kennedy Center for the Performing Arts,WapURL.co.uk,Mo_ta_thuc_the_organization,2015-10-22,34 Amerige Dr ,(747) 394-7344
organization_198,Clearwater Marine Aquarium,TightURL.com,Mo_ta_thuc_the_organization,2013-12-10,Mcdonough GA 30252,(306) 561-3823
organization_199,United Nations Economic and Social Commission for Western Asia (UNESCWA),shortna.me,Mo_ta_thuc_the_organization,2011-10-15,39 Carpenter Court ,(648) 700-8851
organization_200,United Nations Economic and Social Commission for Western Asia (UNESCWA),Fly2.ws,Mo_ta_thuc_the_organization,2017-09-01,4 East Bayberry Road ,(952) 894-9495
organization_201,United Nations Industrial Development Organization (UNIDO),https://atom.io,Mo_ta_thuc_the_organization,2015-12-05,871 Illinois St ,(853) 272-6757
organization_202,The Aspen Institute,tweetburner.com,Mo_ta_thuc_the_organization,2017-01-05,683 E Newport Street ,(835) 542-6706
organization_203,World Trade Organization (WTO),http://https://www.internetacademy.jp/,Mo_ta_thuc_the_organization,2011-01-19,8952 Maple Dr ,(229) 712-1103
