location_1758,la_noi_dia_diem_picnic_cua,organization_1110,2016-01
organization_1789,duoc_thanh_lap_boi,person_1495,2011-08
event_1636,ton_vinh,person_1946,2017-05
person_329,la_thanh_vien_cua,organization_333,2013-06
location_1078,la_noi_duoc_xay_dung_boi,organization_916,2012-12
event_768,duoc_to_chuc_boi,organization_1138,2018-01
event_354,ton_vinh,organization_499,2013-03
organization_885,co_tru_so_tai,location_1600,2016-01
location_144,la_noi_sinh_song_cua,person_1146,2018-04
location_121,la_noi_lon_len_cua,person_1257,2010-07
location_521,la_nha_cua,person_1620,2013-07
organization_143,duoc_thanh_lap_boi,person_514,2013-09
event_295,duoc_to_chuc_boi,person_574,2010-07
organization_1038,duoi_viec,person_310,2011-08
organization_217,duoi_viec,person_1215,2010-07
person_1515,duoc_ton_vinh_tai,event_529,2010-07
person_1709,to_chuc,event_1908,2012-02
person_1863,duoc_ton_vinh_tai,event_1584,2018-10
location_1707,se_to_chuc,event_1196,2017-05
organization_1364,to_chuc,event_1907,2013-06
event_1589,duoc_to_chuc_boi,organization_230,2015-10
event_1027,duoc_to_chuc_boi,organization_1054,2012-12
location_1820,la_noi_thanh_lap_cua,organization_493,2011-11
person_1616,thanh_lap,organization_1341,2017-08
location_1312,tung_la_noi_dat_tru_so_cua,organization_1015,2010-07
event_499,duoc_to_chuc_boi,organization_814,2013-10
organization_1598,co_chi_nhanh_tai,location_1750,2012-02
person_1281,di_du_lich_tai,location_1672,2012-09
person_1513,song_tai,location_482,2015-02
event_921,khai_mac_tai,location_452,2018-10
organization_1977,co_tru_so_tai,location_1963,2013-03
event_1416,duoc_to_chuc_o,location_721,2012-12
location_1857,se_to_chuc,event_561,2015-10
organization_21,tai_tro_cho,event_921,2014-07
location_1949,se_to_chuc,event_830,2011-11
organization_874,tai_tro_cho,event_1473,2010-12
organization_1743,to_chuc,event_640,2012-11
event_306,ton_vinh,organization_51,2017-08
person_1207,la_thanh_vien_cua,organization_312,2012-08
person_1065,la_leader_cua,organization_1136,2018-01
organization_1120,to_chuc,event_1412,2015-02
location_447,se_to_chuc,event_494,2017-11
event_458,khai_mac_tai,location_1740,2013-11
location_1954,la_noi_lam_viec_cua,person_124,2017-08
location_1561,la_que_huong_cua,person_1530,2017-06
event_1148,duoc_tai_tro_boi,person_1672,2014-12
organization_1240,thue,person_796,2017-08
organization_700,duoi_viec,person_154,2013-07
event_639,ton_vinh,person_1554,2015-02
location_196,la_noi_lon_len_cua,person_1503,2018-05
event_1910,duoc_to_chuc_boi,person_1494,2012-06
location_48,la_noi_lon_len_cua,person_1510,2011-11
event_1725,duoc_to_chuc_boi,person_1690,2012-06
location_1393,la_noi_sinh_song_cua,person_684,2015-09
person_945,tai_tro_cho,event_485,2017-05
event_562,duoc_to_chuc_boi,organization_1358,2013-11
event_590,ton_vinh,organization_1433,2017-08
person_405,lam_viec_cho,organization_335,2015-02
location_444,la_noi_thanh_lap_cua,organization_717,2011-08
organization_545,tai_tro_cho,event_1907,2012-12
location_728,se_to_chuc,event_1061,2018-05
organization_2021,tai_tro_cho,event_1546,2013-03
organization_406,tai_tro_cho,event_581,2012-06
person_828,tai_tro_cho,event_1842,2011-10
location_1628,dang_dien_ra,event_1316,2013-05
location_1883,se_to_chuc,event_1006,2015-03
person_1483,tham_gia,event_629,2011-04
event_1287,ton_vinh,organization_1532,2018-04
person_151,thanh_lap,organization_109,2011-07
person_1380,la_thanh_vien_cua,organization_786,2017-08
event_986,ton_vinh,organization_1812,2011-08
organization_1600,to_chuc,event_1686,2017-08
event_564,ton_vinh,person_991,2014-02
person_1246,tham_gia,event_315,2012-12
person_1016,tai_tro_cho,event_461,2015-05
person_1827,tai_tro_cho,event_556,2010-11
person_1362,duoc_ton_vinh_tai,event_501,2012-12
organization_1715,tai_tro_cho,event_1626,2011-01
person_732,tham_gia,event_1191,2012-08
person_244,duoc_ton_vinh_tai,event_432,2011-11
person_192,to_chuc,event_905,2013-02
organization_660,to_chuc,event_1566,2015-10
event_108,ton_vinh,person_1358,2012-12
event_377,ton_vinh,person_1502,2011-04
location_1168,la_que_huong_cua,person_999,2018-06
location_712,la_noi_lon_len_cua,person_581,2017-05
event_533,duoc_tai_tro_boi,person_629,2010-11
location_913,la_nha_cua,person_1269,2011-04
organization_332,duoc_thanh_lap_boi,person_413,2017-08
person_880,sinh_tai,location_1949,2014-03
organization_443,co_tru_so_tai,location_1692,2014-11
location_1932,la_noi_lam_viec_cua,person_1828,2013-07
organization_182,thue,person_1526,2012-12
person_1560,to_chuc,event_324,2014-07
location_298,dang_dien_ra,event_1160,2012-02
organization_929,tai_tro_cho,event_1640,2018-09
person_1744,tham_gia,event_663,2013-10
event_828,duoc_to_chuc_boi,organization_559,2012-06
event_1692,ton_vinh,organization_1187,2013-09
organization_941,thue,person_1218,2012-06
location_1696,la_noi_sinh_song_cua,person_1046,2018-11
person_1230,tai_tro_cho,event_1033,2013-06
event_309,ton_vinh,organization_57,2010-07
person_302,la_thanh_vien_cua,organization_1099,2017-04
event_1450,ton_vinh,organization_447,2010-07
event_1314,duoc_to_chuc_boi,organization_1813,2017-08
person_1565,lam_viec_cho,organization_976,2013-06
person_1974,lam_viec_cho,organization_1729,2012-06
person_237,la_leader_cua,organization_1653,2014-02
person_744,la_leader_cua,organization_365,2013-09
event_990,ton_vinh,organization_468,2015-05
event_379,duoc_to_chuc_boi,organization_1548,2013-02
location_853,la_noi_thanh_lap_cua,organization_1634,2012-12
organization_855,to_chuc,event_203,2013-03
location_347,se_to_chuc,event_663,2013-11
event_689,ton_vinh,organization_1983,2013-09
organization_681,co_nhan_vien_song_tai,location_796,2015-10
person_1791,di_du_lich_tai,location_548,2018-03
location_994,se_to_chuc,event_764,2012-12
event_867,duoc_to_chuc_boi,person_664,2014-11
event_1560,duoc_tai_tro_boi,person_1577,2013-10
person_416,la_leader_cua,organization_508,2015-10
event_180,ton_vinh,organization_665,2018-05
event_156,ton_vinh,organization_405,2012-08
event_993,ton_vinh,organization_1027,2011-08
organization_938,co_tru_so_tai,location_259,2010-11
organization_444,co_nhan_vien_song_tai,location_549,2018-10
location_1686,se_to_chuc,event_945,2014-08
organization_250,to_chuc,event_1961,2017-08
organization_423,to_chuc,event_821,2012-06
event_258,be_mac_tai,location_551,2015-10
event_696,khai_mac_tai,location_1573,2010-08
location_1329,la_que_huong_cua,person_649,2013-06
organization_1780,co_thanh_vien_la,person_155,2012-09
location_405,la_noi_sinh_song_cua,person_1472,2015-07
location_1383,la_noi_lam_viec_cua,person_193,2017-08
location_1058,la_que_huong_cua,person_1416,2014-07
location_1066,la_noi_sinh_song_cua,person_1744,2015-09
event_396,ton_vinh,person_301,2014-03
organization_549,co_thanh_vien_la,person_1914,2012-11
event_94,duoc_tai_tro_boi,person_544,2018-11
location_979,la_que_huong_cua,person_1659,2015-10
location_1506,la_noi_lon_len_cua,person_1083,2015-10
person_232,lam_viec_cho,organization_1213,2010-11
event_441,ton_vinh,organization_743,2013-12
person_1561,lam_viec_cho,organization_1704,2012-12
person_1634,la_thanh_vien_cua,organization_1376,2018-10
location_1644,la_noi_thanh_lap_cua,organization_1800,2015-09
person_585,thanh_lap,organization_130,2013-07
organization_752,duoc_xay_dung_tai,location_1041,2017-08
organization_480,to_chuc_chuong_trinh_tai,location_231,2011-03
event_228,khai_mac_tai,location_1406,2018-11
location_1729,dang_dien_ra,event_801,2011-10
organization_84,to_chuc,event_375,2017-11
organization_1462,tai_tro_cho,event_935,2017-06
event_1189,ton_vinh,organization_589,2010-07
event_1831,ton_vinh,organization_391,2012-12
location_1021,tung_la_noi_dat_tru_so_cua,organization_906,2013-09
person_1897,thanh_lap,organization_772,2013-06
organization_1286,duoc_thanh_lap_boi,person_1403,2012-12
person_1910,la_thanh_vien_cua,organization_1303,2015-10
event_1025,ton_vinh,organization_1880,2012-08
person_1547,thanh_lap,organization_1235,2018-09
location_1557,la_noi_thanh_lap_cua,organization_1457,2011-08
person_1594,lam_viec_cho,organization_385,2017-11
organization_732,to_chuc,event_1418,2015-03
person_67,tham_gia,event_1326,2014-02
person_104,duoc_ton_vinh_tai,event_1222,2014-03
person_907,to_chuc,event_1,2012-11
person_1948,tham_gia,event_168,2017-06
location_1059,se_to_chuc,event_1103,2012-06
organization_94,tai_tro_cho,event_1607,2010-11
location_940,dang_dien_ra,event_707,2012-11
location_1790,dang_dien_ra,event_1561,2010-11
person_433,tham_gia,event_1358,2014-11
event_129,duoc_to_chuc_boi,person_856,2010-11
event_383,duoc_tai_tro_boi,person_1141,2012-06
organization_1363,co_thanh_vien_la,person_1872,2015-07
organization_1396,thue,person_662,2015-10
event_1369,ton_vinh,person_258,2010-11
location_1227,la_que_huong_cua,person_221,2012-06
organization_695,duoc_thanh_lap_boi,person_230,2014-03
person_1256,tai_tro_cho,event_558,2013-05
location_1435,se_to_chuc,event_1554,2013-10
person_1056,tai_tro_cho,event_1782,2018-04
event_1356,duoc_to_chuc_o,location_1514,2012-03
person_1485,lon_len_tai,location_1633,2010-11
organization_491,co_chi_nhanh_tai,location_1000,2015-02
person_131,lon_len_tai,location_1910,2015-05
person_1719,lam_viec_tai,location_1575,2012-11
location_24,dang_dien_ra,event_466,2012-11
person_1334,tham_gia,event_396,2014-07
person_1369,duoc_ton_vinh_tai,event_1067,2013-03
organization_1608,to_chuc,event_1615,2013-06
organization_1098,to_chuc,event_351,2018-03
location_1905,dang_dien_ra,event_329,2013-06
organization_1884,to_chuc,event_1584,2012-12
location_515,dang_dien_ra,event_368,2014-12
person_1990,to_chuc,event_1832,2014-03
event_733,ton_vinh,person_851,2018-01
organization_845,duoi_viec,person_1737,2017-08
person_815,song_tai,location_610,2018-11
location_153,la_noi_thanh_lap_cua,organization_1351,2013-07
location_1769,la_noi_dat_tru_so_cua,organization_136,2018-09
event_1300,ton_vinh,organization_336,2011-08
location_1655,la_noi_dat_tru_so_cua,organization_1731,2012-04
organization_1485,to_chuc,event_1196,2010-12
location_574,se_to_chuc,event_1917,2014-07
location_140,se_to_chuc,event_1475,2018-01
location_552,se_to_chuc,event_392,2015-05
location_425,dang_dien_ra,event_54,2013-06
organization_1674,tai_tro_cho,event_387,2018-05
organization_737,to_chuc,event_1137,2015-10
person_1646,tham_gia,event_1651,2010-12
person_1291,to_chuc,event_83,2014-08
location_746,se_to_chuc,event_1157,2017-05
event_1368,ton_vinh,organization_1537,2012-12
event_875,duoc_to_chuc_boi,organization_1270,2011-01
person_646,thanh_lap,organization_1507,2010-12
event_61,duoc_to_chuc_boi,organization_1485,2015-10
person_1588,la_thanh_vien_cua,organization_383,2012-12
organization_1232,thue,person_270,2018-10
organization_1118,phat_luong_cho,person_1271,2014-12
location_303,la_que_huong_cua,person_918,2010-11
event_1723,ton_vinh,person_119,2015-05
location_607,la_nha_cua,person_383,2015-09
organization_1689,phat_luong_cho,person_1071,2016-01
location_998,la_noi_lon_len_cua,person_92,2017-08
location_1144,la_noi_lon_len_cua,person_19,2015-10
location_1913,la_noi_lon_len_cua,person_1677,2013-03
person_474,lon_len_tai,location_447,2018-11
location_1890,la_noi_thanh_lap_cua,organization_139,2017-08
organization_685,co_tru_so_tai,location_1634,2018-09
person_1078,lon_len_tai,location_1641,2014-08
person_324,sinh_tai,location_930,2015-10
location_1874,se_to_chuc,event_233,2013-05
event_571,duoc_to_chuc_boi,organization_840,2012-11
event_58,ton_vinh,organization_1083,2015-02
event_66,ton_vinh,organization_785,2018-11
person_1628,gay_dung_nen,organization_1533,2018-04
location_979,la_noi_dat_tru_so_cua,organization_365,2010-07
person_281,la_thanh_vien_cua,organization_1918,2017-11
person_719,thanh_lap,organization_435,2018-04
location_1088,la_noi_thanh_lap_cua,organization_1451,2015-02
organization_349,duoi_viec,person_1681,2011-01
event_1221,duoc_to_chuc_boi,person_1439,2013-03
event_139,duoc_to_chuc_boi,person_1605,2018-03
location_2001,la_noi_lam_viec_cua,person_83,2012-06
location_1432,la_que_huong_cua,person_746,2013-07
organization_31,duoi_viec,person_1875,2017-04
organization_951,duoi_viec,person_1548,2013-09
organization_1817,phat_luong_cho,person_1502,2013-11
organization_1584,thue,person_167,2014-12
person_1650,la_thanh_vien_cua,organization_291,2013-09
organization_1861,tai_tro_cho,event_1643,2013-06
organization_1774,to_chuc,event_1044,2017-08
organization_1732,tai_tro_cho,event_1318,2010-11
organization_1763,tai_tro_cho,event_1577,2010-12
location_1421,dang_dien_ra,event_939,2017-06
organization_356,tai_tro_cho,event_634,2011-01
location_785,dang_dien_ra,event_126,2017-11
event_1163,ton_vinh,person_1550,2011-10
location_225,la_que_huong_cua,person_1851,2012-06
person_1399,la_leader_cua,organization_382,2017-06
organization_1557,co_thanh_vien_la,person_298,2017-11
person_1581,sinh_tai,location_715,2015-05
event_1645,be_mac_tai,location_1449,2012-12
location_602,la_nha_cua,person_1326,2010-07
person_694,di_du_lich_tai,location_1741,2012-12
person_1346,lam_viec_tai,location_1719,2012-09
organization_136,co_tru_so_tai,location_1366,2011-11
person_814,lon_len_tai,location_2012,2011-01
organization_424,co_tru_so_tai,location_56,2012-12
person_1376,lon_len_tai,location_138,2013-06
location_1641,la_noi_lam_viec_cua,person_1731,2014-07
location_716,la_noi_lam_viec_cua,person_1163,2013-07
organization_179,phat_luong_cho,person_1766,2014-10
organization_793,duoc_thanh_lap_boi,person_1621,2013-10
location_1660,la_que_huong_cua,person_121,2013-07
organization_1834,duoc_thanh_lap_boi,person_76,2013-06
location_287,la_nha_cua,person_818,2016-01
location_755,la_noi_lon_len_cua,person_1024,2014-02
organization_1886,duoi_viec,person_1780,2017-08
event_1513,ton_vinh,person_1594,2017-05
person_1054,to_chuc,event_430,2013-11
location_1148,se_to_chuc,event_1330,2015-07
event_1702,be_mac_tai,location_993,2013-03
person_1870,lam_viec_tai,location_1452,2014-11
location_214,se_to_chuc,event_1533,2011-09
person_165,to_chuc,event_945,2017-08
event_473,duoc_to_chuc_boi,person_1055,2012-04
person_1005,lam_viec_cho,organization_306,2017-08
location_646,la_noi_dat_tru_so_cua,organization_868,2014-10
person_196,la_thanh_vien_cua,organization_2018,2011-11
location_1208,la_noi_duoc_xay_dung_boi,organization_391,2014-02
organization_529,duoc_thanh_lap_boi,person_264,2013-06
event_1031,duoc_to_chuc_boi,person_116,2010-07
location_8,la_que_huong_cua,person_598,2011-01
location_916,la_que_huong_cua,person_1414,2012-08
person_593,gay_dung_nen,organization_1628,2013-10
event_934,ton_vinh,organization_488,2018-01
event_600,duoc_to_chuc_boi,organization_673,2017-08
organization_1481,tai_tro_cho,event_539,2018-03
person_1390,tai_tro_cho,event_619,2017-06
person_762,duoc_ton_vinh_tai,event_253,2013-10
organization_761,to_chuc,event_1825,2010-08
location_838,se_to_chuc,event_837,2018-03
location_525,dang_dien_ra,event_610,2017-11
person_1434,duoc_ton_vinh_tai,event_1731,2010-12
location_1970,se_to_chuc,event_46,2014-10
organization_1838,tai_tro_cho,event_1815,2010-07
organization_1199,to_chuc,event_307,2013-07
person_977,tham_gia,event_1038,2012-06
event_1029,duoc_to_chuc_boi,person_707,2010-11
event_1717,duoc_to_chuc_boi,person_1513,2015-05
person_1059,la_leader_cua,organization_376,2013-06
location_1057,la_noi_dia_diem_picnic_cua,organization_1629,2018-11
event_701,duoc_to_chuc_boi,organization_1929,2018-05
event_292,ton_vinh,organization_789,2011-07
event_1398,ton_vinh,organization_1626,2012-02
location_1802,la_noi_duoc_xay_dung_boi,organization_663,2018-01
event_109,duoc_to_chuc_boi,organization_1533,2018-09
location_1117,la_noi_thanh_lap_cua,organization_1627,2015-09
event_610,duoc_to_chuc_boi,organization_1150,2015-10
event_1185,duoc_to_chuc_boi,organization_948,2012-06
event_1344,ton_vinh,organization_1884,2017-04
event_509,duoc_to_chuc_boi,organization_1934,2012-06
event_634,ton_vinh,organization_1569,2015-03
location_460,tung_la_noi_dat_tru_so_cua,organization_143,2012-12
event_14,ton_vinh,organization_1226,2015-05
location_1199,la_noi_dia_diem_picnic_cua,organization_2053,2014-07
person_813,la_thanh_vien_cua,organization_970,2013-09
event_1275,duoc_to_chuc_boi,organization_308,2017-11
location_406,la_noi_dat_tru_so_cua,organization_1357,2012-02
organization_1576,to_chuc,event_1647,2015-09
event_1573,ton_vinh,organization_1753,2013-07
event_1525,duoc_to_chuc_boi,organization_2015,2018-01
location_205,la_noi_dat_tru_so_cua,organization_1419,2015-05
location_1531,la_noi_dat_tru_so_cua,organization_390,2012-09
person_1937,la_thanh_vien_cua,organization_1523,2010-07
person_1405,gay_dung_nen,organization_1915,2018-03
event_495,duoc_to_chuc_boi,organization_987,2011-01
event_117,duoc_to_chuc_boi,organization_314,2018-06
event_904,ton_vinh,organization_974,2011-03
organization_944,thue,person_37,2012-06
organization_674,co_thanh_vien_la,person_1437,2017-11
organization_77,thue,person_592,2018-05
person_1155,lon_len_tai,location_1233,2014-02
person_1967,di_du_lich_tai,location_1235,2012-06
location_505,dang_dien_ra,event_1278,2013-10
organization_5,tai_tro_cho,event_1658,2018-03
organization_1179,tai_tro_cho,event_1210,2017-06
location_157,se_to_chuc,event_1202,2013-05
location_69,dang_dien_ra,event_435,2011-08
location_204,dang_dien_ra,event_1100,2015-09
person_211,to_chuc,event_1468,2015-07
organization_1883,tai_tro_cho,event_373,2013-11
event_378,duoc_tai_tro_boi,person_1545,2015-05
event_262,duoc_to_chuc_boi,person_1138,2018-06
organization_1639,phat_luong_cho,person_163,2011-09
person_1573,to_chuc,event_558,2011-10
location_1278,dang_dien_ra,event_885,2012-09
location_431,dang_dien_ra,event_315,2012-11
location_1884,dang_dien_ra,event_1864,2015-05
organization_1878,tai_tro_cho,event_1771,2013-06
organization_444,to_chuc,event_1641,2014-10
person_280,tham_gia,event_69,2018-11
location_102,se_to_chuc,event_492,2017-08
person_1872,tham_gia,event_1907,2014-12
location_1712,se_to_chuc,event_281,2018-03
event_1134,ton_vinh,organization_692,2018-09
organization_1327,co_chi_nhanh_tai,location_849,2014-12
organization_1331,co_tru_so_tai,location_1270,2012-06
person_981,di_du_lich_tai,location_1730,2012-06
organization_1781,to_chuc_chuong_trinh_tai,location_521,2011-11
organization_1493,co_chi_nhanh_tai,location_1503,2017-04
person_486,lam_viec_tai,location_443,2018-05
event_1504,khai_mac_tai,location_740,2016-02
organization_41,to_chuc_chuong_trinh_tai,location_80,2012-12
location_1653,la_noi_sinh_song_cua,person_952,2018-05
person_537,song_tai,location_2020,2011-01
event_1604,be_mac_tai,location_1903,2011-10
location_1919,se_to_chuc,event_277,2018-06
location_111,dang_dien_ra,event_1238,2014-11
event_533,ton_vinh,person_1557,2015-10
event_1803,duoc_tai_tro_boi,person_313,2010-07
event_1701,ton_vinh,person_822,2013-03
organization_1761,duoi_viec,person_1403,2014-12
location_743,la_noi_lam_viec_cua,person_441,2012-12
event_1338,ton_vinh,person_1911,2015-10
location_16,la_noi_sinh_song_cua,person_1658,2013-06
organization_1412,duoc_thanh_lap_boi,person_510,2013-06
location_735,la_noi_lon_len_cua,person_63,2011-08
person_87,song_tai,location_974,2013-03
person_1063,lon_len_tai,location_715,2014-12
organization_1493,co_tru_so_tai,location_725,2013-09
organization_1139,co_tru_so_tai,location_1285,2016-02
person_137,di_du_lich_tai,location_1760,2011-11
organization_823,co_tru_so_tai,location_1266,2018-09
event_50,duoc_to_chuc_o,location_1323,2013-02
person_782,di_du_lich_tai,location_1130,2015-03
event_488,be_mac_tai,location_1889,2015-03
person_1477,song_tai,location_55,2010-08
person_1654,song_tai,location_1862,2015-09
person_1036,sinh_tai,location_585,2018-03
location_223,la_noi_dia_diem_picnic_cua,organization_165,2016-01
organization_1583,to_chuc,event_1273,2018-06
event_1725,ton_vinh,person_141,2010-08
person_1704,duoc_ton_vinh_tai,event_107,2018-06
location_692,se_to_chuc,event_1402,2017-08
location_248,dang_dien_ra,event_652,2015-10
event_58,ton_vinh,organization_1811,2014-12
person_1558,lam_viec_cho,organization_2034,2017-05
organization_435,to_chuc,event_1488,2014-12
organization_843,tai_tro_cho,event_1808,2013-06
event_305,ton_vinh,person_1339,2014-06
event_1164,duoc_tai_tro_boi,person_1957,2012-04
person_1287,lam_viec_cho,organization_1947,2013-07
organization_933,to_chuc,event_33,2018-04
location_1126,dang_dien_ra,event_58,2014-06
location_473,se_to_chuc,event_323,2013-07
person_17,to_chuc,event_96,2018-05
location_329,dang_dien_ra,event_1717,2017-11
person_1025,to_chuc,event_880,2010-11
person_1376,duoc_ton_vinh_tai,event_1832,2012-08
event_1072,ton_vinh,person_1010,2014-03
location_1636,la_que_huong_cua,person_1103,2012-09
person_1881,lam_viec_cho,organization_448,2012-12
person_9,lam_viec_cho,organization_715,2011-08
event_1243,ton_vinh,organization_1121,2013-06
organization_1351,co_tru_so_tai,location_697,2012-06
organization_1565,duoc_xay_dung_tai,location_1578,2014-11
organization_1312,co_chi_nhanh_tai,location_1296,2017-08
location_1363,la_noi_lon_len_cua,person_116,2012-06
organization_730,thue,person_1429,2017-05
event_1540,duoc_tai_tro_boi,person_1413,2017-06
location_958,la_noi_sinh_song_cua,person_1716,2010-11
event_1738,duoc_to_chuc_boi,person_1536,2012-12
person_1814,to_chuc,event_531,2011-07
event_1812,duoc_to_chuc_o,location_1514,2015-10
location_142,dang_dien_ra,event_613,2015-03
organization_317,tai_tro_cho,event_381,2014-10
location_1710,se_to_chuc,event_1430,2017-08
organization_2056,to_chuc,event_1136,2015-10
organization_1059,tai_tro_cho,event_1792,2017-08
event_148,ton_vinh,organization_1848,2013-07
person_1623,la_thanh_vien_cua,organization_375,2015-05
event_82,ton_vinh,organization_1142,2014-07
event_814,duoc_to_chuc_boi,organization_1614,2013-06
event_874,duoc_to_chuc_boi,organization_141,2017-05
location_1260,la_noi_dia_diem_picnic_cua,organization_165,2016-01
person_378,la_leader_cua,organization_1991,2017-11
event_188,duoc_to_chuc_boi,organization_1266,2013-06
organization_1635,co_thanh_vien_la,person_1078,2014-12
location_1882,la_noi_lon_len_cua,person_427,2011-08
event_213,ton_vinh,person_1280,2013-03
location_422,la_nha_cua,person_867,2018-03
event_1789,ton_vinh,person_779,2012-06
event_1110,ton_vinh,person_224,2015-03
organization_765,phat_luong_cho,person_1171,2018-10
location_1484,la_noi_sinh_song_cua,person_131,2011-10
location_1480,la_nha_cua,person_508,2018-05
location_1345,la_que_huong_cua,person_728,2015-02
organization_599,phat_luong_cho,person_773,2014-12
location_948,la_noi_lon_len_cua,person_345,2011-11
organization_212,co_thanh_vien_la,person_1521,2016-01
event_315,duoc_to_chuc_boi,person_1789,2015-10
location_1087,la_que_huong_cua,person_1184,2011-11
person_108,sinh_tai,location_1326,2012-06
organization_88,co_tru_so_tai,location_346,2018-09
person_1244,lam_viec_tai,location_898,2013-06
location_1415,la_noi_sinh_song_cua,person_1430,2013-05
organization_1034,co_thanh_vien_la,person_1996,2014-08
person_963,tai_tro_cho,event_314,2012-02
location_250,dang_dien_ra,event_1371,2015-02
event_876,duoc_tai_tro_boi,person_472,2013-02
organization_67,co_thanh_vien_la,person_823,2015-10
event_1968,duoc_tai_tro_boi,person_354,2012-02
event_1472,duoc_to_chuc_boi,person_292,2018-11
person_212,song_tai,location_1110,2018-03
person_1141,song_tai,location_533,2010-12
organization_164,duoc_xay_dung_tai,location_1236,2014-02
event_663,be_mac_tai,location_1325,2012-12
event_969,khai_mac_tai,location_496,2011-10
person_415,song_tai,location_1376,2012-06
location_988,la_nha_cua,person_494,2017-06
person_1922,gay_dung_nen,organization_294,2012-04
organization_473,duoi_viec,person_260,2012-03
event_31,duoc_to_chuc_boi,person_1963,2013-05
location_1319,la_noi_lon_len_cua,person_614,2011-04
location_246,la_noi_lon_len_cua,person_1562,2012-11
person_1107,sinh_tai,location_1220,2018-10
organization_683,co_nhan_vien_song_tai,location_729,2013-11
person_1998,lam_viec_tai,location_1300,2018-01
event_1648,be_mac_tai,location_2,2012-11
person_303,sinh_tai,location_1563,2012-06
event_1485,khai_mac_tai,location_1715,2014-07
location_553,la_noi_sinh_song_cua,person_369,2017-06
event_675,ton_vinh,person_1331,2012-10
event_711,duoc_tai_tro_boi,person_919,2013-03
event_171,duoc_to_chuc_boi,person_1812,2015-02
event_1724,ton_vinh,person_540,2015-09
organization_989,thue,person_197,2011-09
location_1854,la_noi_lam_viec_cua,person_909,2011-08
location_1474,la_que_huong_cua,person_477,2010-11
organization_1265,phat_luong_cho,person_92,2010-07
person_1912,la_leader_cua,organization_2049,2017-08
location_1346,tung_la_noi_dat_tru_so_cua,organization_1869,2011-08
person_1309,lam_viec_cho,organization_1314,2015-02
organization_836,co_chi_nhanh_tai,location_1536,2013-06
organization_543,to_chuc_chuong_trinh_tai,location_119,2018-10
organization_1185,co_tru_so_tai,location_1325,2018-01
person_1412,lon_len_tai,location_340,2011-08
location_951,la_noi_lon_len_cua,person_1025,2013-02
person_393,la_leader_cua,organization_1562,2016-02
person_884,la_thanh_vien_cua,organization_123,2014-11
organization_1231,co_tru_so_tai,location_2022,2013-09
